# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_01568	CP014529.1	1584726	1585355	+	630	17	14	17	19	16	12
OMENCOFM_01569	CP014529.1	1585407	1585739	+	333	229	232	240	33	48	46
OMENCOFM_01570	CP014529.1	1586051	1586542	+	492	52	67	39	18	20	26
OMENCOFM_01571	CP014529.1	1586565	1587938	+	1374	145	137	128	84	99	76
OMENCOFM_01572	CP014529.1	1587938	1588864	+	927	158	185	134	88	94	103
OMENCOFM_01573	CP014529.1	1588993	1589433	+	441	111	134	138	42	58	55
OMENCOFM_01574	CP014529.1	1589624	1590919	-	1296	4	4	6	4	6	6
OMENCOFM_01575	CP014529.1	1591099	1591800	+	702	10	7	6	10	10	10
OMENCOFM_01576	CP014529.1	1591797	1592918	+	1122	8	8	4	7	10	12
OMENCOFM_01577	CP014529.1	1592933	1594165	+	1233	26	28	23	28	12	26
OMENCOFM_01578	CP014529.1	1594297	1595205	+	909	18	10	1	45	74	40
OMENCOFM_01579	CP014529.1	1595240	1595512	+	273	2	10	5	12	8	8
OMENCOFM_01580	CP014529.1	1595523	1596569	+	1047	10	13	13	23	16	15
OMENCOFM_01581	CP014529.1	1596820	1599429	+	2610	48	34	43	88	84	58
OMENCOFM_01582	CP014529.1	1599580	1600251	-	672	14	14	32	16	7	17
OMENCOFM_01583	CP014529.1	1600244	1600738	-	495	42	19	46	8	18	27
OMENCOFM_01584	CP014529.1	1600758	1601978	-	1221	37	50	48	28	37	30
OMENCOFM_01585	CP014529.1	1602125	1603960	+	1836	78	80	74	158	150	163
OMENCOFM_01586	CP014529.1	1604054	1605181	-	1128	0	1	0	0	4	2
OMENCOFM_01587	CP014529.1	1605238	1606191	+	954	6	20	11	6	4	6
OMENCOFM_01588	CP014529.1	1606347	1607525	-	1179	6	10	3	10	4	10
OMENCOFM_01589	CP014529.1	1608576	1608989	-	414	50	54	44	4	19	14
OMENCOFM_01590	CP014529.1	1609445	1609930	-	486	7	6	4	12	4	0
OMENCOFM_01591	CP014529.1	1610069	1610284	-	216	176	228	188	10	8	4
OMENCOFM_01592	CP014529.1	1610508	1611308	+	801	0	0	2	0	0	0
OMENCOFM_01593	CP014529.1	1611327	1613195	+	1869	2	0	0	0	0	0
OMENCOFM_01594	CP014529.1	1613188	1613679	+	492	0	0	0	0	0	0
OMENCOFM_01595	CP014529.1	1613667	1614221	+	555	2	0	0	0	4	0
OMENCOFM_01596	CP014529.1	1614239	1615234	+	996	0	0	0	0	2	0
OMENCOFM_01597	CP014529.1	1615376	1616626	-	1251	22	14	12	17	15	12
OMENCOFM_01598	CP014529.1	1617035	1617433	+	399	0	0	0	0	0	0
OMENCOFM_01599	CP014529.1	1617402	1618112	+	711	0	4	0	4	2	0
OMENCOFM_01600	CP014529.1	1618706	1619593	-	888	2	4	4	30	32	36
OMENCOFM_01601	CP014529.1	1619778	1620617	+	840	44	58	38	4	2	8
OMENCOFM_01602	CP014529.1	1620813	1621787	+	975	4	6	0	0	2	4
OMENCOFM_01603	CP014529.1	1622085	1622441	+	357	4	0	1	0	2	0
OMENCOFM_01604	CP014529.1	1622444	1623601	+	1158	18	30	17	4	13	4
OMENCOFM_01605	CP014529.1	1623627	1624067	-	441	0	0	0	0	0	0
OMENCOFM_01606	CP014529.1	1624227	1624733	+	507	2	0	2	4	0	4
OMENCOFM_01607	CP014529.1	1624910	1626814	+	1905	2	1	0	0	0	2
OMENCOFM_01608	CP014529.1	1626819	1627820	+	1002	0	0	4	0	0	0
OMENCOFM_01609	CP014529.1	1628022	1628228	-	207	6	12	10	15	10	4
OMENCOFM_01610	CP014529.1	1628874	1629722	-	849	1	2	2	12	8	8
OMENCOFM_01611	CP014529.1	1629886	1630788	+	903	0	0	0	0	0	0
OMENCOFM_01612	CP014529.1	1630790	1631791	+	1002	0	0	0	0	0	0
OMENCOFM_01613	CP014529.1	1631800	1632072	+	273	0	0	0	0	0	0
OMENCOFM_01614	CP014529.1	1632105	1632902	+	798	0	0	0	0	0	0
OMENCOFM_01615	CP014529.1	1632916	1633749	+	834	0	0	0	0	0	0
OMENCOFM_01616	CP014529.1	1633767	1634624	+	858	0	0	0	0	0	0
OMENCOFM_01617	CP014529.1	1634646	1635155	+	510	0	0	0	0	0	1
OMENCOFM_01618	CP014529.1	1635192	1635593	+	402	0	0	0	0	0	1
OMENCOFM_01619	CP014529.1	1635636	1636058	+	423	0	0	0	2	0	0
OMENCOFM_01620	CP014529.1	1636092	1636535	+	444	2	0	2	0	0	0
OMENCOFM_01621	CP014529.1	1636552	1637637	+	1086	0	0	0	0	0	0
OMENCOFM_01622	CP014529.1	1637630	1638343	+	714	0	0	0	2	1	0
OMENCOFM_01623	CP014529.1	1638550	1638699	-	150	12	12	6	4	6	2
OMENCOFM_01624	CP014529.1	1639095	1639295	+	201	110	170	193	291	308	313
OMENCOFM_01625	CP014529.1	1640328	1640426	+	99	0	0	0	0	2	0
OMENCOFM_01626	CP014529.1	1640487	1640852	-	366	7	16	9	2	9	2
OMENCOFM_01627	CP014529.1	1640928	1641173	-	246	6	17	11	10	6	5
OMENCOFM_01628	CP014529.1	1641243	1641497	-	255	2	11	12	3	4	3
OMENCOFM_01629	CP014529.1	1641661	1641966	-	306	5	4	2	8	6	2
OMENCOFM_01631	CP014529.1	1642629	1643126	-	498	47	47	54	0	5	2
OMENCOFM_01632	CP014529.1	1643166	1643975	-	810	38	39	36	2	3	0
OMENCOFM_01633	CP014529.1	1644309	1645166	+	858	120	150	134	0	0	2
OMENCOFM_01634	CP014529.1	1645159	1646061	+	903	81	101	94	0	0	0
OMENCOFM_01635	CP014529.1	1646094	1646444	+	351	12	10	7	0	0	0
OMENCOFM_01636	CP014529.1	1646478	1647416	+	939	166	162	111	2	2	0
OMENCOFM_01637	CP014529.1	1647494	1648387	+	894	368	354	345	2	2	2
OMENCOFM_01638	CP014529.1	1648425	1648988	+	564	103	94	81	14	12	10
OMENCOFM_01639	CP014529.1	1649002	1649190	+	189	30	24	16	0	0	1
OMENCOFM_01640	CP014529.1	1649203	1650105	+	903	533	567	551	35	25	36
OMENCOFM_01641	CP014529.1	1650137	1650379	+	243	65	57	84	11	8	6
OMENCOFM_01642	CP014529.1	1650635	1651006	-	372	0	0	0	2	4	6
OMENCOFM_01643	CP014529.1	1651642	1651869	-	228	0	0	1	0	5	0
OMENCOFM_01644	CP014529.1	1651878	1652351	-	474	0	2	0	2	2	8
OMENCOFM_01645	CP014529.1	1652991	1653164	-	174	0	1	0	0	0	0
OMENCOFM_01646	CP014529.1	1653581	1654147	+	567	252	284	258	31	19	24
OMENCOFM_01647	CP014529.1	1654160	1654348	+	189	119	99	101	29	14	10
OMENCOFM_01648	CP014529.1	1654361	1654918	+	558	219	231	260	19	32	20
OMENCOFM_01649	CP014529.1	1654950	1655192	+	243	57	34	25	1	6	1
OMENCOFM_01650	CP014529.1	1655376	1656671	-	1296	0	2	2	2	2	0
OMENCOFM_01651	CP014529.1	1657055	1658269	+	1215	0	0	0	2	0	4
OMENCOFM_01652	CP014529.1	1658300	1659727	+	1428	4	12	4	2	2	2
OMENCOFM_01653	CP014529.1	1659750	1660676	+	927	2	0	1	4	2	0
OMENCOFM_01654	CP014529.1	1660884	1662344	+	1461	0	2	0	0	0	0
OMENCOFM_01655	CP014529.1	1662565	1664328	+	1764	15	14	14	106	126	98
OMENCOFM_01656	CP014529.1	1664514	1664870	+	357	1	2	2	7	8	9
OMENCOFM_01657	CP014529.1	1664979	1665662	+	684	0	2	0	22	16	14
OMENCOFM_01658	CP014529.1	1665809	1666423	+	615	35	26	23	117	98	68
OMENCOFM_01659	CP014529.1	1666439	1666645	+	207	0	0	2	7	12	3
OMENCOFM_01660	CP014529.1	1667161	1668324	+	1164	15	23	9	22	18	20
OMENCOFM_01661	CP014529.1	1668416	1669171	+	756	2	8	4	2	4	0
OMENCOFM_01662	CP014529.1	1669229	1671268	+	2040	1804	1949	1780	1461	1367	1161
OMENCOFM_01663	CP014529.1	1671377	1672528	-	1152	22	20	12	12	22	10
OMENCOFM_01664	CP014529.1	1672682	1673212	-	531	9	8	21	10	10	6
OMENCOFM_01665	CP014529.1	1673311	1673661	-	351	1	0	1	4	4	4
OMENCOFM_01666	CP014529.1	1673818	1675347	-	1530	6	27	22	385	504	364
OMENCOFM_01667	CP014529.1	1675357	1675920	-	564	2	4	2	131	146	107
OMENCOFM_01668	CP014529.1	1676064	1676726	-	663	2	0	4	4	4	4
OMENCOFM_01669	CP014529.1	1676910	1678556	+	1647	2	2	0	0	8	4
OMENCOFM_01670	CP014529.1	1678547	1679629	+	1083	0	0	0	4	4	2
OMENCOFM_01671	CP014529.1	1679737	1681290	-	1554	4	6	2	6	4	2
OMENCOFM_01672	CP014529.1	1681438	1682727	+	1290	4	6	6	4	2	10
OMENCOFM_01673	CP014529.1	1682853	1683890	-	1038	0	0	4	20	20	22
OMENCOFM_01674	CP014529.1	1684041	1684481	-	441	12	14	16	18	30	12
OMENCOFM_01675	CP014529.1	1684538	1684948	-	411	5	9	10	0	4	0
OMENCOFM_01676	CP014529.1	1685129	1685563	-	435	4	0	2	4	2	0
OMENCOFM_01677	CP014529.1	1685663	1686433	-	771	10	22	8	6	6	6
OMENCOFM_01678	CP014529.1	1686900	1688666	+	1767	2	4	8	0	0	0
OMENCOFM_01679	CP014529.1	1688768	1690027	+	1260	18	12	14	2	2	0
OMENCOFM_01680	CP014529.1	1690174	1691475	+	1302	2	2	3	0	2	0
OMENCOFM_01681	CP014529.1	1691478	1692329	+	852	2	0	0	0	2	2
OMENCOFM_01682	CP014529.1	1692342	1693157	+	816	0	0	1	2	0	6
OMENCOFM_01683	CP014529.1	1693308	1694474	+	1167	28	28	36	138	146	158
OMENCOFM_01684	CP014529.1	1694704	1695351	+	648	48	38	51	50	58	61
OMENCOFM_01685	CP014529.1	1695435	1696379	+	945	96	148	115	156	172	111
OMENCOFM_01686	CP014529.1	1696514	1697965	+	1452	59	88	75	36	33	38
OMENCOFM_01687	CP014529.1	1697986	1698822	+	837	41	36	24	30	16	20
OMENCOFM_01688	CP014529.1	1698822	1699481	+	660	15	15	34	11	21	2
OMENCOFM_01689	CP014529.1	1699607	1700296	+	690	0	2	4	3	6	2
OMENCOFM_01690	CP014529.1	1700302	1701258	+	957	9	22	24	23	16	20
OMENCOFM_01691	CP014529.1	1701302	1701814	+	513	11	17	6	15	16	20
OMENCOFM_01692	CP014529.1	1702070	1702618	-	549	0	5	4	16	17	13
OMENCOFM_01693	CP014529.1	1702707	1703888	-	1182	10	19	0	60	61	83
OMENCOFM_01694	CP014529.1	1704124	1705632	-	1509	14	8	14	114	88	118
OMENCOFM_01695	CP014529.1	1705791	1705982	+	192	6	10	6	24	27	38
OMENCOFM_01696	CP014529.1	1706185	1707102	+	918	34	52	33	46	42	52
OMENCOFM_01697	CP014529.1	1707095	1708168	+	1074	68	107	67	66	69	71
OMENCOFM_01698	CP014529.1	1708316	1708834	+	519	2	3	0	20	11	10
OMENCOFM_01699	CP014529.1	1708815	1709207	+	393	3	4	7	30	25	15
OMENCOFM_01700	CP014529.1	1709283	1710218	+	936	6	10	8	32	27	26
OMENCOFM_01701	CP014529.1	1710351	1711130	+	780	12	11	16	57	94	62
OMENCOFM_01702	CP014529.1	1711123	1711440	+	318	0	2	0	3	8	4
OMENCOFM_01703	CP014529.1	1711684	1713294	+	1611	27	22	24	131	130	148
OMENCOFM_01704	CP014529.1	1713451	1714299	+	849	11	8	12	75	87	84
OMENCOFM_01705	CP014529.1	1714530	1715009	+	480	20	20	20	36	47	32
OMENCOFM_01706	CP014529.1	1715042	1717270	+	2229	94	92	82	97	110	116
OMENCOFM_01707	CP014529.1	1717399	1719042	+	1644	109	88	98	32	43	41
OMENCOFM_01708	CP014529.1	1719115	1719660	-	546	86	96	72	18	14	18
OMENCOFM_01709	CP014529.1	1719683	1720168	-	486	82	100	116	42	27	16
OMENCOFM_01710	CP014529.1	1720158	1720970	-	813	69	105	78	46	36	34
OMENCOFM_01711	CP014529.1	1721101	1722642	-	1542	66	91	80	30	20	22
OMENCOFM_01712	CP014529.1	1722751	1723782	-	1032	18	34	22	5	4	4
OMENCOFM_01713	CP014529.1	1724506	1725492	+	987	425	445	387	12	7	12
OMENCOFM_01714	CP014529.1	1725641	1726981	-	1341	13	7	20	8	7	11
OMENCOFM_01715	CP014529.1	1726986	1727660	-	675	4	5	10	7	2	9
OMENCOFM_01716	CP014529.1	1727882	1728955	+	1074	0	0	0	8	10	2
OMENCOFM_01717	CP014529.1	1728961	1729647	+	687	0	0	0	0	0	0
OMENCOFM_01718	CP014529.1	1729655	1730302	+	648	4	4	8	4	6	4
OMENCOFM_01719	CP014529.1	1730375	1731766	-	1392	0	0	0	4	0	4
OMENCOFM_01720	CP014529.1	1732023	1732814	+	792	0	0	0	4	0	0
OMENCOFM_01721	CP014529.1	1732854	1735412	+	2559	2	0	2	2	2	0
OMENCOFM_01722	CP014529.1	1735415	1736836	+	1422	0	2	0	2	2	4
OMENCOFM_01723	CP014529.1	1736833	1738710	+	1878	0	2	4	2	0	0
OMENCOFM_01724	CP014529.1	1738802	1739644	+	843	4	4	2	6	2	6
OMENCOFM_01725	CP014529.1	1739796	1740671	-	876	0	6	2	14	10	6
OMENCOFM_01726	CP014529.1	1740878	1741909	+	1032	24	16	12	79	71	84
OMENCOFM_01727	CP014529.1	1741998	1742303	+	306	38	34	26	67	84	84
OMENCOFM_01728	CP014529.1	1742482	1744497	+	2016	79	86	118	2	2	0
OMENCOFM_01729	CP014529.1	1744499	1744783	+	285	0	7	4	2	0	0
OMENCOFM_01730	CP014529.1	1744809	1746182	+	1374	2	0	0	0	2	0
OMENCOFM_01731	CP014529.1	1746265	1748280	-	2016	2	2	6	2	4	2
OMENCOFM_01732	CP014529.1	1748302	1749510	-	1209	0	0	0	0	0	0
OMENCOFM_01733	CP014529.1	1749737	1750681	+	945	0	0	0	0	0	0
OMENCOFM_01734	CP014529.1	1750726	1750899	+	174	0	0	0	0	0	0
OMENCOFM_01735	CP014529.1	1750977	1751921	+	945	128	110	134	108	89	94
OMENCOFM_01736	CP014529.1	1752588	1752986	-	399	4	0	7	2	3	2
OMENCOFM_01737	CP014529.1	1752983	1753219	-	237	10	9	21	8	5	4
OMENCOFM_01738	CP014529.1	1753379	1753696	-	318	0	4	6	27	16	12
OMENCOFM_01739	CP014529.1	1753834	1756062	-	2229	26	23	37	156	104	86
OMENCOFM_01740	CP014529.1	1756236	1756646	-	411	54	60	58	42	41	32
OMENCOFM_01741	CP014529.1	1756763	1757926	-	1164	62	87	74	91	120	98
OMENCOFM_01742	CP014529.1	1758104	1758958	-	855	8	8	6	19	12	24
OMENCOFM_01743	CP014529.1	1759237	1760007	-	771	66	103	92	14	18	10
OMENCOFM_01744	CP014529.1	1760010	1760891	-	882	21	71	58	10	20	9
OMENCOFM_01745	CP014529.1	1760888	1761937	-	1050	141	219	159	18	32	39
OMENCOFM_01746	CP014529.1	1762387	1763010	-	624	7	11	13	12	16	16
OMENCOFM_01747	CP014529.1	1763060	1764013	-	954	10	27	16	10	2	2
OMENCOFM_01748	CP014529.1	1764267	1765973	+	1707	210	178	160	147	150	93
OMENCOFM_01749	CP014529.1	1766131	1767033	-	903	78	85	77	75	82	68
OMENCOFM_01750	CP014529.1	1767030	1767734	-	705	38	30	48	45	49	42
OMENCOFM_01751	CP014529.1	1767765	1768406	-	642	22	43	21	26	40	22
OMENCOFM_01752	CP014529.1	1768746	1769375	-	630	43	63	27	35	22	20
OMENCOFM_01753	CP014529.1	1769382	1770098	-	717	25	30	32	24	12	10
OMENCOFM_01754	CP014529.1	1770095	1771027	-	933	19	35	30	11	1	14
OMENCOFM_01755	CP014529.1	1771024	1771377	-	354	8	28	18	6	3	0
OMENCOFM_01756	CP014529.1	1771352	1771798	-	447	33	17	36	11	8	19
OMENCOFM_01757	CP014529.1	1771852	1775037	-	3186	169	193	174	68	76	64
OMENCOFM_01758	CP014529.1	1775042	1776118	-	1077	63	63	65	22	28	12
OMENCOFM_01759	CP014529.1	1776123	1777403	-	1281	33	37	68	8	12	11
OMENCOFM_01760	CP014529.1	1777422	1778348	-	927	30	36	37	20	11	19
OMENCOFM_01761	CP014529.1	1778361	1779644	-	1284	10	34	60	20	16	9
OMENCOFM_01762	CP014529.1	1779658	1780197	-	540	25	37	26	20	6	7
OMENCOFM_01763	CP014529.1	1780432	1781343	-	912	75	89	99	82	109	97
OMENCOFM_01764	CP014529.1	1781340	1781804	-	465	22	53	28	33	30	17
OMENCOFM_01765	CP014529.1	1781809	1782507	-	699	17	13	20	9	4	19
OMENCOFM_01766	CP014529.1	1782494	1782880	-	387	47	46	53	38	31	39
OMENCOFM_01767	CP014529.1	1783027	1784697	-	1671	443	487	442	58	42	50
OMENCOFM_01768	CP014529.1	1784880	1785113	+	234	60	88	90	46	37	36
OMENCOFM_01769	CP014529.1	1785212	1785643	-	432	23	45	16	38	34	28
OMENCOFM_01770	CP014529.1	1785722	1786135	+	414	8	8	2	25	8	6
OMENCOFM_01771	CP014529.1	1786173	1787321	-	1149	31	32	38	26	32	40
OMENCOFM_01772	CP014529.1	1787443	1788039	-	597	40	42	41	22	26	30
OMENCOFM_01773	CP014529.1	1788239	1790881	-	2643	97	140	74	528	548	482
OMENCOFM_01774	CP014529.1	1791269	1791700	+	432	7	6	2	8	4	0
OMENCOFM_01775	CP014529.1	1791745	1793094	-	1350	127	132	115	256	254	233
OMENCOFM_01776	CP014529.1	1793164	1794327	-	1164	26	49	39	34	47	51
OMENCOFM_01777	CP014529.1	1794456	1794779	+	324	0	0	0	4	0	0
OMENCOFM_01778	CP014529.1	1794962	1796311	-	1350	0	0	0	6	0	0
OMENCOFM_01779	CP014529.1	1796380	1797333	-	954	0	0	0	2	0	4
OMENCOFM_01780	CP014529.1	1797435	1798625	-	1191	2	0	0	0	6	0
OMENCOFM_01781	CP014529.1	1799049	1799270	-	222	0	0	2	0	0	0
OMENCOFM_01782	CP014529.1	1799270	1799953	-	684	11	18	12	30	11	30
OMENCOFM_01783	CP014529.1	1800034	1801530	-	1497	174	162	169	162	141	155
OMENCOFM_01784	CP014529.1	1801576	1802742	-	1167	83	122	93	170	165	172
OMENCOFM_01785	CP014529.1	1803340	1803759	-	420	80	81	105	98	153	118
OMENCOFM_01786	CP014529.1	1803849	1804388	-	540	11	8	5	18	22	16
OMENCOFM_01787	CP014529.1	1804452	1805099	+	648	6	7	10	20	22	15
OMENCOFM_01788	CP014529.1	1805089	1807470	+	2382	73	122	106	248	249	187
OMENCOFM_01789	CP014529.1	1807562	1808857	-	1296	2	2	2	4	4	2
OMENCOFM_01790	CP014529.1	1809325	1809822	+	498	0	0	0	4	0	2
OMENCOFM_01791	CP014529.1	1809948	1810625	-	678	36	52	61	42	38	56
OMENCOFM_01792	CP014529.1	1810632	1811330	-	699	28	19	21	25	41	23
OMENCOFM_01793	CP014529.1	1811598	1812782	+	1185	8	8	8	0	4	6
OMENCOFM_01794	CP014529.1	1812788	1813231	-	444	0	2	0	2	2	2
OMENCOFM_01795	CP014529.1	1813457	1813744	-	288	78	100	83	20	12	12
OMENCOFM_01796	CP014529.1	1813915	1815267	-	1353	173	187	156	116	101	90
OMENCOFM_01797	CP014529.1	1815540	1815986	-	447	14	17	14	37	36	30
OMENCOFM_01798	CP014529.1	1816222	1817148	-	927	241	254	264	96	98	82
OMENCOFM_01799	CP014529.1	1817288	1818175	-	888	8	10	6	26	4	22
OMENCOFM_01800	CP014529.1	1818357	1819310	+	954	15	16	13	10	8	11
OMENCOFM_01801	CP014529.1	1819488	1821485	-	1998	1369	1527	1448	606	617	482
OMENCOFM_01802	CP014529.1	1821587	1821838	-	252	18	22	20	20	33	42
OMENCOFM_01803	CP014529.1	1821985	1822608	+	624	44	50	38	52	48	38
OMENCOFM_01804	CP014529.1	1822788	1823006	+	219	57	66	66	0	2	8
OMENCOFM_01805	CP014529.1	1823295	1823807	-	513	28	18	21	141	134	173
OMENCOFM_01806	CP014529.1	1823821	1826118	-	2298	84	68	74	397	363	323
OMENCOFM_01807	CP014529.1	1826260	1826694	-	435	55	32	40	27	17	26
OMENCOFM_01808	CP014529.1	1826704	1827492	-	789	42	40	32	30	26	32
OMENCOFM_01809	CP014529.1	1827489	1828430	-	942	16	24	28	67	52	47
OMENCOFM_01810	CP014529.1	1828607	1829194	-	588	160	207	188	115	68	58
OMENCOFM_01811	CP014529.1	1829415	1830728	-	1314	78	128	106	308	273	207
OMENCOFM_01812	CP014529.1	1831016	1832026	+	1011	548	579	497	70	86	88
OMENCOFM_01813	CP014529.1	1832111	1833046	-	936	8	12	12	82	48	58
OMENCOFM_01814	CP014529.1	1833232	1834191	+	960	2	13	6	7	8	8
OMENCOFM_01815	CP014529.1	1834277	1835371	-	1095	12	12	14	24	26	18
OMENCOFM_01816	CP014529.1	1835560	1836321	+	762	20	14	20	82	62	68
OMENCOFM_01817	CP014529.1	1836436	1836876	-	441	14	20	14	210	172	153
OMENCOFM_01818	CP014529.1	1837096	1837851	+	756	20	30	18	274	319	265
OMENCOFM_01819	CP014529.1	1837961	1838974	-	1014	66	59	78	100	100	97
OMENCOFM_01820	CP014529.1	1839139	1840059	+	921	6	4	2	30	24	26
OMENCOFM_01821	CP014529.1	1840339	1840839	-	501	12	13	17	42	36	40
OMENCOFM_01822	CP014529.1	1840946	1841464	-	519	8	13	9	12	2	3
OMENCOFM_01823	CP014529.1	1841465	1842820	-	1356	41	52	53	77	80	66
OMENCOFM_01824	CP014529.1	1842823	1843656	-	834	10	6	8	46	24	31
OMENCOFM_01825	CP014529.1	1843806	1844462	-	657	11	33	18	30	25	32
OMENCOFM_01826	CP014529.1	1844478	1845125	-	648	13	20	13	34	22	26
OMENCOFM_01827	CP014529.1	1845138	1845953	-	816	68	110	107	135	127	131
OMENCOFM_01828	CP014529.1	1845967	1846704	-	738	52	100	66	79	92	76
OMENCOFM_01829	CP014529.1	1846958	1847968	+	1011	20	32	24	106	92	92
OMENCOFM_01830	CP014529.1	1848138	1850558	-	2421	76	70	67	353	300	304
OMENCOFM_01831	CP014529.1	1850563	1851606	-	1044	13	20	30	117	144	90
OMENCOFM_01832	CP014529.1	1851915	1852256	-	342	127	121	74	62	50	90
OMENCOFM_01833	CP014529.1	1852325	1856047	-	3723	260	245	281	198	174	176
OMENCOFM_01834	CP014529.1	1856044	1859571	-	3528	178	188	238	153	189	140
OMENCOFM_01835	CP014529.1	1859842	1861137	+	1296	0	2	1	6	2	5
OMENCOFM_01836	CP014529.1	1861272	1862102	-	831	20	24	15	56	40	46
OMENCOFM_01837	CP014529.1	1862099	1862737	-	639	51	53	46	91	124	92
OMENCOFM_01838	CP014529.1	1863124	1863720	+	597	0	2	2	11	12	10
OMENCOFM_01839	CP014529.1	1863778	1864260	-	483	20	34	18	12	14	2
OMENCOFM_01840	CP014529.1	1864366	1864563	-	198	18	16	16	11	4	2
OMENCOFM_01841	CP014529.1	1864858	1865616	+	759	4	6	2	8	23	6
OMENCOFM_01842	CP014529.1	1865676	1866104	+	429	78	95	86	25	19	14
OMENCOFM_01844	CP014529.1	1866372	1866743	-	372	14	20	14	16	16	21
OMENCOFM_01845	CP014529.1	1866958	1867143	+	186	437	611	500	4	2	6
OMENCOFM_01846	CP014529.1	1867226	1867414	-	189	27	24	31	22	5	11
OMENCOFM_01847	CP014529.1	1867438	1867701	-	264	46	66	37	35	37	21
OMENCOFM_01848	CP014529.1	1867859	1868116	+	258	2	2	2	0	0	2
OMENCOFM_01849	CP014529.1	1868187	1868378	-	192	53	28	34	3	6	4
OMENCOFM_01850	CP014529.1	1868519	1868839	-	321	16	19	14	1	0	0
OMENCOFM_01851	CP014529.1	1868862	1869296	-	435	31	34	34	5	2	4
OMENCOFM_01852	CP014529.1	1869631	1870269	+	639	69	122	96	49	38	46
OMENCOFM_01854	CP014529.1	1871204	1871704	+	501	4	12	5	4	8	4
OMENCOFM_01855	CP014529.1	1871894	1872238	-	345	129	180	164	68	35	43
OMENCOFM_01856	CP014529.1	1872392	1873330	-	939	20	16	13	27	23	34
OMENCOFM_01857	CP014529.1	1873499	1873990	+	492	14	38	34	22	32	42
OMENCOFM_01858	CP014529.1	1874014	1876389	-	2376	64	56	46	40	52	42
OMENCOFM_01859	CP014529.1	1876715	1877341	+	627	25	34	38	25	32	41
OMENCOFM_01860	CP014529.1	1877364	1878068	+	705	19	30	25	15	15	24
OMENCOFM_01861	CP014529.1	1878260	1879093	+	834	10	18	4	22	32	32
OMENCOFM_01862	CP014529.1	1879290	1881218	+	1929	24	22	19	104	114	115
OMENCOFM_01863	CP014529.1	1881356	1881811	+	456	10	2	7	32	12	14
OMENCOFM_01864	CP014529.1	1882281	1882550	+	270	11	6	8	26	14	14
OMENCOFM_01865	CP014529.1	1882950	1883204	+	255	30	38	32	218	240	225
OMENCOFM_01866	CP014529.1	1883293	1884339	-	1047	30	30	26	36	20	24
OMENCOFM_01867	CP014529.1	1884377	1886650	-	2274	19	20	23	12	6	10
OMENCOFM_01868	CP014529.1	1886643	1887182	-	540	4	9	18	17	12	12
OMENCOFM_01869	CP014529.1	1887318	1887536	-	219	2	5	2	6	3	5
OMENCOFM_01870	CP014529.1	1887533	1887778	-	246	2	4	0	3	5	2
OMENCOFM_01871	CP014529.1	1887894	1888511	-	618	6	0	0	0	0	0
OMENCOFM_01872	CP014529.1	1888781	1889824	-	1044	41	52	52	57	75	68
OMENCOFM_01873	CP014529.1	1889814	1890305	-	492	19	22	26	16	21	22
OMENCOFM_01874	CP014529.1	1890302	1890862	-	561	6	10	12	21	30	23
OMENCOFM_01875	CP014529.1	1890981	1891319	-	339	61	82	81	70	72	57
OMENCOFM_01876	CP014529.1	1891303	1891749	-	447	37	63	30	51	47	48
OMENCOFM_01877	CP014529.1	1891730	1892854	-	1125	81	88	110	88	112	73
OMENCOFM_01878	CP014529.1	1892875	1896303	-	3429	324	346	400	482	433	459
OMENCOFM_01879	CP014529.1	1896329	1897492	-	1164	73	113	81	153	144	142
OMENCOFM_01880	CP014529.1	1897495	1897797	-	303	21	27	25	32	36	18
OMENCOFM_01881	CP014529.1	1897911	1899683	-	1773	27	27	44	80	79	51
OMENCOFM_01882	CP014529.1	1899944	1901773	-	1830	172	163	144	490	528	507
OMENCOFM_01883	CP014529.1	1901941	1902699	-	759	9	13	25	38	33	26
OMENCOFM_01884	CP014529.1	1902714	1902989	-	276	6	6	4	8	12	14
OMENCOFM_01885	CP014529.1	1903151	1904557	-	1407	97	117	103	227	275	247
OMENCOFM_01886	CP014529.1	1904565	1906208	-	1644	101	124	91	275	339	276
OMENCOFM_01887	CP014529.1	1906233	1907210	-	978	27	46	45	132	104	106
OMENCOFM_01888	CP014529.1	1907213	1908322	-	1110	47	45	58	196	173	139
